357552.462,"[-54, -65, -63, -62]","[[30.46237862, 114.4677565, 23.54725921], [30.46237862, 114.467986, 23.54725921], [30.46220165, 114.4677565, 23.54725921], [30.46255558, 114.4677565, 23.54725921]]","['B168', 'B073', 'B167', 'B169']"
357552.662,"[-53, -66, -70, -62]","[[30.46237862, 114.4677565, 23.54725921], [30.46237862, 114.467986, 23.54725921], [30.46255558, 114.4677565, 23.54725921], [30.46220165, 114.4677565, 23.54725921]]","['B168', 'B073', 'B169', 'B167']"
357552.862,"[-55, -65, -60, -69]","[[30.46237862, 114.4677565, 23.54725921], [30.46255558, 114.4677565, 23.54725921], [30.46237862, 114.467986, 23.54725921], [30.46220165, 114.4677565, 23.54725921]]","['B168', 'B169', 'B073', 'B167']"
357553.057,"[-53, -64, -63, -66]","[[30.46237862, 114.4677565, 23.54725921], [30.46255558, 114.4677565, 23.54725921], [30.46237862, 114.467986, 23.54725921], [30.46255558, 114.467986, 23.54725921]]","['B168', 'B169', 'B073', 'B074']"
357553.257,"[-58, -65, -63, -68]","[[30.46237862, 114.4677565, 23.54725921], [30.46255558, 114.4677565, 23.54725921], [30.46237862, 114.467986, 23.54725921], [30.46255558, 114.467986, 23.54725921]]","['B168', 'B169', 'B073', 'B074']"
357553.457,"[-57, -61, -66, -65]","[[30.46237862, 114.4677565, 23.54725921], [30.46255558, 114.4677565, 23.54725921], [30.46237862, 114.467986, 23.54725921], [30.46255558, 114.467986, 23.54725921]]","['B168', 'B169', 'B073', 'B074']"
357553.657,"[-63, -67, -66, -71]","[[30.46255558, 114.4677565, 23.54725921], [30.46237862, 114.4677565, 23.54725921], [30.46255558, 114.467986, 23.54725921], [30.46237862, 114.467986, 23.54725921]]","['B169', 'B168', 'B074', 'B073']"
357553.857,"[-58, -60, -65, -67]","[[30.46255558, 114.4677565, 23.54725921], [30.46237862, 114.4677565, 23.54725921], [30.46255558, 114.467986, 23.54725921], [30.46237862, 114.467986, 23.54725921]]","['B169', 'B168', 'B074', 'B073']"
357554.052,"[-58, -66, -58, -62]","[[30.46255558, 114.4677565, 23.54725921], [30.46237862, 114.4677565, 23.54725921], [30.46255558, 114.467986, 23.54725921], [30.46237862, 114.467986, 23.54725921]]","['B169', 'B168', 'B074', 'B073']"
357554.252,"[-56, -64, -67, -64]","[[30.46255558, 114.4677565, 23.54725921], [30.46255558, 114.467986, 23.54725921], [30.46237862, 114.4677565, 23.54725921], [30.46273254, 114.4677565, 23.54725921]]","['B169', 'B074', 'B168', 'B170']"
357554.452,"[-55, -61, -64, -65]","[[30.46255558, 114.4677565, 23.54725921], [30.46255558, 114.467986, 23.54725921], [30.46273254, 114.4677565, 23.54725921], [30.46237862, 114.4677565, 23.54725921]]","['B169', 'B074', 'B170', 'B168']"
357554.652,"[-57, -60, -62, -70]","[[30.46255558, 114.4677565, 23.54725921], [30.46273254, 114.4677565, 23.54725921], [30.46255558, 114.467986, 23.54725921], [30.46237862, 114.4677565, 23.54725921]]","['B169', 'B170', 'B074', 'B168']"
357554.852,"[-58, -63, -63, -68]","[[30.46255558, 114.4677565, 23.54725921], [30.46273254, 114.4677565, 23.54725921], [30.46255558, 114.467986, 23.54725921], [30.46273254, 114.467986, 23.54725921]]","['B169', 'B170', 'B074', 'B075']"
357555.047,"[-60, -63, -63, -66]","[[30.46255558, 114.4677565, 23.54725921], [30.46273254, 114.4677565, 23.54725921], [30.46255558, 114.467986, 23.54725921], [30.46273254, 114.467986, 23.54725921]]","['B169', 'B170', 'B074', 'B075']"
357555.247,"[-67, -58, -63, -68]","[[30.46255558, 114.4677565, 23.54725921], [30.46273254, 114.4677565, 23.54725921], [30.46255558, 114.467986, 23.54725921], [30.46273254, 114.467986, 23.54725921]]","['B169', 'B170', 'B074', 'B075']"
357555.447,"[-61, -62, -64, -63]","[[30.46273254, 114.4677565, 23.54725921], [30.46255558, 114.4677565, 23.54725921], [30.46273254, 114.467986, 23.54725921], [30.46255558, 114.467986, 23.54725921]]","['B170', 'B169', 'B075', 'B074']"
357555.647,"[-54, -62, -65, -69]","[[30.46273254, 114.4677565, 23.54725921], [30.46255558, 114.4677565, 23.54725921], [30.46273254, 114.467986, 23.54725921], [30.46255558, 114.467986, 23.54725921]]","['B170', 'B169', 'B075', 'B074']"
357555.847,"[-50, -61, -64, -69]","[[30.46273254, 114.4677565, 23.54725921], [30.46255558, 114.4677565, 23.54725921], [30.46273254, 114.467986, 23.54725921], [30.4629095, 114.4677565, 23.54725921]]","['B170', 'B169', 'B075', 'B171']"
357556.042,"[-58, -67, -69, -68]","[[30.46273254, 114.4677565, 23.54725921], [30.46273254, 114.467986, 23.54725921], [30.46255558, 114.4677565, 23.54725921], [30.4629095, 114.4677565, 23.54725921]]","['B170', 'B075', 'B169', 'B171']"
357556.242,"[-55, -64, -63, -64]","[[30.46273254, 114.4677565, 23.54725921], [30.46273254, 114.467986, 23.54725921], [30.4629095, 114.4677565, 23.54725921], [30.46255558, 114.4677565, 23.54725921]]","['B170', 'B075', 'B171', 'B169']"
357556.442,"[-56, -63, -62, -63]","[[30.46273254, 114.4677565, 23.54725921], [30.4629095, 114.4677565, 23.54725921], [30.46273254, 114.467986, 23.54725921], [30.46255558, 114.4677565, 23.54725921]]","['B170', 'B171', 'B075', 'B169']"
357556.642,"[-60, -66, -61, -62]","[[30.46273254, 114.4677565, 23.54725921], [30.4629095, 114.4677565, 23.54725921], [30.46273254, 114.467986, 23.54725921], [30.4629095, 114.467986, 23.54725921]]","['B170', 'B171', 'B075', 'B076']"
357556.842,"[-62, -59, -62, -60]","[[30.46273254, 114.4677565, 23.54725921], [30.4629095, 114.4677565, 23.54725921], [30.46273254, 114.467986, 23.54725921], [30.4629095, 114.467986, 23.54725921]]","['B170', 'B171', 'B075', 'B076']"
357557.037,"[-56, -60, -70, -69]","[[30.4629095, 114.4677565, 23.54725921], [30.46273254, 114.4677565, 23.54725921], [30.4629095, 114.467986, 23.54725921], [30.46273254, 114.467986, 23.54725921]]","['B171', 'B170', 'B076', 'B075']"
357557.237,"[-61, -61, -65, -62]","[[30.4629095, 114.4677565, 23.54725921], [30.46273254, 114.4677565, 23.54725921], [30.4629095, 114.467986, 23.54725921], [30.46273254, 114.467986, 23.54725921]]","['B171', 'B170', 'B076', 'B075']"
357557.437,"[-59, -66, -66, -64]","[[30.4629095, 114.4677565, 23.54725921], [30.46273254, 114.4677565, 23.54725921], [30.4629095, 114.467986, 23.54725921], [30.46273254, 114.467986, 23.54725921]]","['B171', 'B170', 'B076', 'B075']"
357557.637,"[-51, -66, -64, -72]","[[30.4629095, 114.4677565, 23.54725921], [30.46273254, 114.4677565, 23.54725921], [30.4629095, 114.467986, 23.54725921], [30.46308646, 114.4677565, 23.54725921]]","['B171', 'B170', 'B076', 'B172']"
357557.837,"[-51, -64, -65, -64]","[[30.4629095, 114.4677565, 23.54725921], [30.4629095, 114.467986, 23.54725921], [30.46273254, 114.4677565, 23.54725921], [30.46308646, 114.4677565, 23.54725921]]","['B171', 'B076', 'B170', 'B172']"
357558.032,"[-51, -65, -65, -63]","[[30.4629095, 114.4677565, 23.54725921], [30.46308646, 114.4677565, 23.54725921], [30.4629095, 114.467986, 23.54725921], [30.46273254, 114.4677565, 23.54725921]]","['B171', 'B172', 'B076', 'B170']"
357558.232,"[-54, -61, -64, -68]","[[30.4629095, 114.4677565, 23.54725921], [30.46308646, 114.4677565, 23.54725921], [30.4629095, 114.467986, 23.54725921], [30.46308646, 114.467986, 23.54725921]]","['B171', 'B172', 'B076', 'B077']"
357558.432,"[-64, -61, -60, -62]","[[30.4629095, 114.4677565, 23.54725921], [30.46308646, 114.4677565, 23.54725921], [30.4629095, 114.467986, 23.54725921], [30.46308646, 114.467986, 23.54725921]]","['B171', 'B172', 'B076', 'B077']"
357558.632,"[-58, -66, -66, -65]","[[30.4629095, 114.4677565, 23.54725921], [30.46308646, 114.4677565, 23.54725921], [30.4629095, 114.467986, 23.54725921], [30.46308646, 114.467986, 23.54725921]]","['B171', 'B172', 'B076', 'B077']"
357558.832,"[-59, -60, -63, -64]","[[30.46308646, 114.4677565, 23.54725921], [30.4629095, 114.4677565, 23.54725921], [30.46308646, 114.467986, 23.54725921], [30.4629095, 114.467986, 23.54725921]]","['B172', 'B171', 'B077', 'B076']"
357559.027,"[-56, -62, -62, -64]","[[30.46308646, 114.4677565, 23.54725921], [30.4629095, 114.4677565, 23.54725921], [30.46308646, 114.467986, 23.54725921], [30.4629095, 114.467986, 23.54725921]]","['B172', 'B171', 'B077', 'B076']"
357559.227,"[-61, -60, -63, -63]","[[30.46308646, 114.4677565, 23.54725921], [30.4629095, 114.4677565, 23.54725921], [30.46308646, 114.467986, 23.54725921], [30.46326342, 114.4677565, 23.54725921]]","['B172', 'B171', 'B077', 'B173']"
357559.427,"[-51, -62, -62, -71]","[[30.46308646, 114.4677565, 23.54725921], [30.46308646, 114.467986, 23.54725921], [30.4629095, 114.4677565, 23.54725921], [30.46326342, 114.4677565, 23.54725921]]","['B172', 'B077', 'B171', 'B173']"
357559.627,"[-57, -65, -65, -63]","[[30.46308646, 114.4677565, 23.54725921], [30.46308646, 114.467986, 23.54725921], [30.46326342, 114.4677565, 23.54725921], [30.4629095, 114.4677565, 23.54725921]]","['B172', 'B077', 'B173', 'B171']"
357559.827,"[-58, -68, -67, -68]","[[30.46308646, 114.4677565, 23.54725921], [30.46326342, 114.4677565, 23.54725921], [30.46308646, 114.467986, 23.54725921], [30.4629095, 114.4677565, 23.54725921]]","['B172', 'B173', 'B077', 'B171']"
357560.022,"[-61, -64, -61, -67]","[[30.46308646, 114.4677565, 23.54725921], [30.46326342, 114.4677565, 23.54725921], [30.46308646, 114.467986, 23.54725921], [30.46326342, 114.467986, 23.54725921]]","['B172', 'B173', 'B077', 'B078']"
357560.222,"[-57, -65, -63, -67]","[[30.46308646, 114.4677565, 23.54725921], [30.46326342, 114.4677565, 23.54725921], [30.46308646, 114.467986, 23.54725921], [30.46326342, 114.467986, 23.54725921]]","['B172', 'B173', 'B077', 'B078']"
357560.422,"[-54, -58, -70, -62]","[[30.46326342, 114.4677565, 23.54725921], [30.46308646, 114.4677565, 23.54725921], [30.46326342, 114.467986, 23.54725921], [30.46308646, 114.467986, 23.54725921]]","['B173', 'B172', 'B078', 'B077']"
357560.622,"[-54, -62, -57, -70]","[[30.46326342, 114.4677565, 23.54725921], [30.46308646, 114.4677565, 23.54725921], [30.46326342, 114.467986, 23.54725921], [30.46308646, 114.467986, 23.54725921]]","['B173', 'B172', 'B078', 'B077']"
357560.822,"[-60, -64, -65, -65]","[[30.46326342, 114.4677565, 23.54725921], [30.46308646, 114.4677565, 23.54725921], [30.46326342, 114.467986, 23.54725921], [30.46308646, 114.467986, 23.54725921]]","['B173', 'B172', 'B078', 'B077']"
357561.017,"[-60, -63, -62, -68]","[[30.46326342, 114.4677565, 23.54725921], [30.46326342, 114.467986, 23.54725921], [30.46308646, 114.4677565, 23.54725921], [30.46344038, 114.4677565, 23.54725921]]","['B173', 'B078', 'B172', 'B174']"
357561.217,"[-60, -64, -64, -69]","[[30.46326342, 114.4677565, 23.54725921], [30.46326342, 114.467986, 23.54725921], [30.46344038, 114.4677565, 23.54725921], [30.46308646, 114.4677565, 23.54725921]]","['B173', 'B078', 'B174', 'B172']"
357561.417,"[-59, -63, -56, -63]","[[30.46326342, 114.4677565, 23.54725921], [30.46344038, 114.4677565, 23.54725921], [30.46326342, 114.467986, 23.54725921], [30.46308646, 114.4677565, 23.54725921]]","['B173', 'B174', 'B078', 'B172']"
357561.617,"[-56, -64, -65, -60]","[[30.46326342, 114.4677565, 23.54725921], [30.46344038, 114.4677565, 23.54725921], [30.46326342, 114.467986, 23.54725921], [30.46344038, 114.467986, 23.54725921]]","['B173', 'B174', 'B078', 'B079']"
357561.817,"[-60, -62, -67, -64]","[[30.46326342, 114.4677565, 23.54725921], [30.46344038, 114.4677565, 23.54725921], [30.46326342, 114.467986, 23.54725921], [30.46344038, 114.467986, 23.54725921]]","['B173', 'B174', 'B078', 'B079']"
357562.012,"[-60, -57, -61, -63]","[[30.46344038, 114.4677565, 23.54725921], [30.46326342, 114.4677565, 23.54725921], [30.46344038, 114.467986, 23.54725921], [30.46326342, 114.467986, 23.54725921]]","['B174', 'B173', 'B079', 'B078']"
357562.212,"[-60, -63, -63, -65]","[[30.46344038, 114.4677565, 23.54725921], [30.46326342, 114.4677565, 23.54725921], [30.46344038, 114.467986, 23.54725921], [30.46326342, 114.467986, 23.54725921]]","['B174', 'B173', 'B079', 'B078']"
357562.412,"[-58, -61, -64, -62]","[[30.46344038, 114.4677565, 23.54725921], [30.46326342, 114.4677565, 23.54725921], [30.46344038, 114.467986, 23.54725921], [30.46326342, 114.467986, 23.54725921]]","['B174', 'B173', 'B079', 'B078']"
357562.612,"[-48, -59, -63, -63]","[[30.46344038, 114.4677565, 23.54725921], [30.46344038, 114.467986, 23.54725921], [30.46326342, 114.4677565, 23.54725921], [30.46361735, 114.4677565, 23.54725921]]","['B174', 'B079', 'B173', 'B175']"
357562.812,"[-62, -65, -63, -67]","[[30.46344038, 114.4677565, 23.54725921], [30.46344038, 114.467986, 23.54725921], [30.46361735, 114.4677565, 23.54725921], [30.46326342, 114.4677565, 23.54725921]]","['B174', 'B079', 'B175', 'B173']"
357563.007,"[-56, -66, -61, -59]","[[30.46344038, 114.4677565, 23.54725921], [30.46344038, 114.467986, 23.54725921], [30.46361735, 114.4677565, 23.54725921], [30.46326342, 114.4677565, 23.54725921]]","['B174', 'B079', 'B175', 'B173']"
357563.207,"[-51, -65, -61, -69]","[[30.46344038, 114.4677565, 23.54725921], [30.46361735, 114.4677565, 23.54725921], [30.46344038, 114.467986, 23.54725921], [30.46361735, 114.467986, 23.54725921]]","['B174', 'B175', 'B079', 'B080']"
357563.407,"[-56, -63, -64, -64]","[[30.46344038, 114.4677565, 23.54725921], [30.46361735, 114.4677565, 23.54725921], [30.46344038, 114.467986, 23.54725921], [30.46361735, 114.467986, 23.54725921]]","['B174', 'B175', 'B079', 'B080']"
357563.607,"[-50, -66, -66, -65]","[[30.46361735, 114.4677565, 23.54725921], [30.46344038, 114.4677565, 23.54725921], [30.46361735, 114.467986, 23.54725921], [30.46344038, 114.467986, 23.54725921]]","['B175', 'B174', 'B080', 'B079']"
357563.807,"[-58, -61, -66, -68]","[[30.46361735, 114.4677565, 23.54725921], [30.46344038, 114.4677565, 23.54725921], [30.46361735, 114.467986, 23.54725921], [30.46344038, 114.467986, 23.54725921]]","['B175', 'B174', 'B080', 'B079']"
357564.002,"[-59, -68, -63, -72]","[[30.46361735, 114.4677565, 23.54725921], [30.46344038, 114.4677565, 23.54725921], [30.46361735, 114.467986, 23.54725921], [30.46344038, 114.467986, 23.54725921]]","['B175', 'B174', 'B080', 'B079']"
357564.202,"[-56, -65, -66, -61]","[[30.46361735, 114.4677565, 23.54725921], [30.46361735, 114.467986, 23.54725921], [30.46344038, 114.4677565, 23.54725921], [30.46379431, 114.4677565, 23.54725921]]","['B175', 'B080', 'B174', 'B176']"
357564.402,"[-51, -64, -64, -62]","[[30.46361735, 114.4677565, 23.54725921], [30.46361735, 114.467986, 23.54725921], [30.46379431, 114.4677565, 23.54725921], [30.46344038, 114.4677565, 23.54725921]]","['B175', 'B080', 'B176', 'B174']"
357564.602,"[-57, -63, -66, -62]","[[30.46361735, 114.4677565, 23.54725921], [30.46361735, 114.467986, 23.54725921], [30.46379431, 114.4677565, 23.54725921], [30.46344038, 114.4677565, 23.54725921]]","['B175', 'B080', 'B176', 'B174']"
357564.802,"[-58, -68, -68, -72]","[[30.46361735, 114.4677565, 23.54725921], [30.46379431, 114.4677565, 23.54725921], [30.46361735, 114.467986, 23.54725921], [30.46379431, 114.467986, 23.54725921]]","['B175', 'B176', 'B080', 'B081']"
357565,"[-61, -63, -61, -68]","[[30.46361735, 114.4677565, 23.54725921], [30.46379431, 114.4677565, 23.54725921], [30.46361735, 114.467986, 23.54725921], [30.46379431, 114.467986, 23.54725921]]","['B175', 'B176', 'B080', 'B081']"
357565.197,"[-58, -62, -63, -62]","[[30.46361735, 114.4677565, 23.54725921], [30.46379431, 114.4677565, 23.54725921], [30.46361735, 114.467986, 23.54725921], [30.46379431, 114.467986, 23.54725921]]","['B175', 'B176', 'B080', 'B081']"
357565.397,"[-55, -64, -63, -63]","[[30.46379431, 114.4677565, 23.54725921], [30.46361735, 114.4677565, 23.54725921], [30.46379431, 114.467986, 23.54725921], [30.46361735, 114.467986, 23.54725921]]","['B176', 'B175', 'B081', 'B080']"
357565.597,"[-60, -59, -65, -70]","[[30.46379431, 114.4677565, 23.54725921], [30.46361735, 114.4677565, 23.54725921], [30.46379431, 114.467986, 23.54725921], [30.46361735, 114.467986, 23.54725921]]","['B176', 'B175', 'B081', 'B080']"
357565.797,"[-58, -67, -60, -68]","[[30.46379431, 114.4677565, 23.54725921], [30.46379431, 114.467986, 23.54725921], [30.46361735, 114.4677565, 23.54725921], [30.46397127, 114.4677565, 23.54725921]]","['B176', 'B081', 'B175', 'B177']"
357565.997,"[-51, -64, -59, -61]","[[30.46379431, 114.4677565, 23.54725921], [30.46379431, 114.467986, 23.54725921], [30.46361735, 114.4677565, 23.54725921], [30.46397127, 114.4677565, 23.54725921]]","['B176', 'B081', 'B175', 'B177']"
357566.192,"[-55, -60, -60, -67]","[[30.46379431, 114.4677565, 23.54725921], [30.46379431, 114.467986, 23.54725921], [30.46397127, 114.4677565, 23.54725921], [30.46361735, 114.4677565, 23.54725921]]","['B176', 'B081', 'B177', 'B175']"
357566.392,"[-57, -63, -63, -63]","[[30.46379431, 114.4677565, 23.54725921], [30.46397127, 114.4677565, 23.54725921], [30.46379431, 114.467986, 23.54725921], [30.46397127, 114.467986, 23.54725921]]","['B176', 'B177', 'B081', 'B082']"
357566.592,"[-54, -63, -61, -72]","[[30.46379431, 114.4677565, 23.54725921], [30.46397127, 114.4677565, 23.54725921], [30.46379431, 114.467986, 23.54725921], [30.46397127, 114.467986, 23.54725921]]","['B176', 'B177', 'B081', 'B082']"
357566.792,"[-58, -61, -72, -59]","[[30.46379431, 114.4677565, 23.54725921], [30.46397127, 114.4677565, 23.54725921], [30.46379431, 114.467986, 23.54725921], [30.46397127, 114.467986, 23.54725921]]","['B176', 'B177', 'B081', 'B082']"
357566.992,"[-58, -59, -70, -64]","[[30.46397127, 114.4677565, 23.54725921], [30.46379431, 114.4677565, 23.54725921], [30.46397127, 114.467986, 23.54725921], [30.46379431, 114.467986, 23.54725921]]","['B177', 'B176', 'B082', 'B081']"
357567.187,"[-52, -63, -62, -64]","[[30.46397127, 114.4677565, 23.54725921], [30.46379431, 114.4677565, 23.54725921], [30.46397127, 114.467986, 23.54725921], [30.46379431, 114.467986, 23.54725921]]","['B177', 'B176', 'B082', 'B081']"
357567.387,"[-65, -66, -63, -68]","[[30.46397127, 114.4677565, 23.54725921], [30.46379431, 114.4677565, 23.54725921], [30.46397127, 114.467986, 23.54725921], [30.46414823, 114.4677565, 23.54725921]]","['B177', 'B176', 'B082', 'B178']"
